Contemporary Art | Hong Kong,8–15 SEPTEMBER 2020 | 11:00 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-hong-kong
Contemporary Art | London,13–20 AUGUST 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-london-2
Contemporary Art Day Sale,20–30 JULY 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-london
Modern & Post-War British Art Day Sale,20–30 JULY 2020 | 1:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/modern-post-war-british-art-london
Impressionist & Modern Art Day Sale,20–29 JULY 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/impressionist-modern-art-london
Rembrandt to Richter,28 JULY 2020 | 5:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/evening-sale-london
Picasso Prints & Ceramics,13–24 JULY 2020 | 2:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/picasso-prints-ceramics-online
From Coast to Coast: Property from a Private Florida Collection,15–24 JULY 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/from-coast-to-coast-property-from-a-private-florida-collection
Contemporary Art | New York,10–17 JULY 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-online-new-york-2
The Ginny Williams Collection: Part II,9–16 JULY 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/the-ginny-williams-collection-part-ii
Contemporary Art Day Sale,10 JULY 2020 | 10:30 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-day-sale
Contemporary Art Evening Sale,9 JULY 2020 | 7:00 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2020/contemporary-art-evening-sale-hk0927.html
Modern Art Day Sale,9 JULY 2020 | 2:30 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2020/modern-art-day-sale-hk0931.html
Modern Art Evening Sale,8 JULY 2020 | 7:00 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2020/modern-art-evening-sale-hk0928.html
Food For Thought,25 JUNE–2 JULY 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/food-for-thought
Contemporary Art Day Auction,30 JUNE 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-day-auction
Swiss Made UNLOCKED,23–30 JUNE 2020 | 3:00 PM CEST | ZURICH,https://www.sothebys.com/en/buy/auction/2020/swiss-made-unlocked
Impressionist & Modern Art Evening Sale,29 JUNE 2020 | 7:30 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/impressionist-modern-art-evening-sale
Contemporary Art Evening Auction,29 JUNE 2020 | 7:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-evening-auction
The Ginny Williams Collection Evening Sale,29 JUNE 2020 | 6:30 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/the-ginny-williams-collection-evening-sale
Impressionist & Modern Art Day Sale,29 JUNE 2020 | 10:00 AM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/impressionist-modern-art-day-sale
American Art,26 JUNE 2020 | 10:00 AM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/american-art
This Too Shall Pass,18–25 JUNE 2020 | 4:00 PM GST | DUBAI,https://www.sothebys.com/en/buy/auction/2020/this-too-shall-pass
Art Contemporain Evening Sale,24 JUNE 2020 | 7:00 PM CEST | PARIS,https://www.sothebys.com/en/buy/auction/2020/art-contemporain-evening-sale
Art Contemporain Day Sale,24 JUNE 2020 | 2:30 PM CEST | PARIS,https://www.sothebys.com/en/buy/auction/2020/art-contemporain-day-sale
Cubism and Beyond,16–23 JUNE 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/cubism-and-beyond
Oeuvres sur Papier,19 JUNE 2020 | 2:30 PM CEST | PARIS,https://www.sothebys.com/en/buy/auction/2020/oeuvres-sur-papier-2
Art Impressionniste et Moderne,18 JUNE 2020 | 6:00 PM CEST | PARIS,https://www.sothebys.com/en/buy/auction/2020/art-impressionniste-et-moderne
The World of Picasso: Including Works from the Collection of Marina Picasso,8–18 JUNE 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/the-world-of-picasso
European Art: Paintings & Sculpture,12–18 JUNE 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/european-art-paintings-sculpture
Contemporary Art | Milan,4–16 JUNE 2020 | 4:00 PM CEST | MILAN,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-milan
Contemporary Showcase: MEET AllRightsReserved,9–16 JUNE 2020 | 11:00 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2020/contemporary-showcase-meet-allrightsreserved
Contemporary Showcase: Time Goes On,2–9 JUNE 2020 | 11:00 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2020/contemporary-showcase-time-goes-on
The Artist’s Sketchbook: Where Inspiration Finds Form,22 MAY–4 JUNE 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/the-artists-sketchbook-where-inspiration-finds-form
Contemporary Art Online | Paris,25 MAY–3 JUNE 2020 | 3:00 PM CEST | PARIS,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-online-paris
Contemporary Showcase: Summer Lovin’,26 MAY–2 JUNE 2020 | 11:00 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2020/contemporary-showcase-summer-lovin
I Have to Stay at Home,22–28 MAY 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/i-have-to-stay-at-home
Impressionist & Modern Art Online,19–28 MAY 2020 | 3:00 PM CEST | PARIS,https://www.sothebys.com/en/buy/auction/2020/art-impressionniste-et-moderne-online
Refining Taste: Works Selected by Danny Katz,20–27 MAY 2020 | 3:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/refining-taste-works-selected-by-danny-katz
In Confidence: Selected Masterpieces,23 MAY 2020 | HONG KONG,https://www.sothebys.com/en/digital-catalogues/in-confidence-selected-masterpieces
EYE/EAST,22 MAY 2020 | 10:00 AM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2020/eye-east-hk1000.html
Contemporary Showcase: Cheer Up!,12–19 MAY 2020 | 11:00 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2020/contemporary-showcase-cheer-up
Impressionist & Modern Art Day Sale Online,4–18 MAY 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/impressionist-modern-art-day-sale-online
Eclectic | London,2–18 MAY 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/eclectic-london
Contemporary Art Day: An Online Auction,4–14 MAY 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-day-an-online-auction
Contemporary Showcase: Another World,28 APRIL–4 MAY 2020 | 3:00 PM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2020/contemporary-showcase-another-world
Eclectic | New York,24 APRIL–1 MAY 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/eclectic-new-york
Journey through France: A Private Collection of Post-Impressionist Paintings,23 APRIL–1 MAY 2020 | 10:00 AM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/journey-through-france-a-private-collection-of-post-impressionist-paintings
Take a Seat,23–29 APRIL 2020 | 3:00 PM CEST | PARIS,https://www.sothebys.com/en/buy/auction/2020/take-a-seat
Contemporary Curated,14–21 APRIL 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/contemporary-curated
Contemporary Art | Hong Kong,1–16 APRIL 2020 | 11:00 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-online-hong-kong
Contemporary Art Online | London,31 MARCH–8 APRIL 2020 | 2:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-online-london
Joseph H. Hirshhorn: Collector for A Nation - An Online Sale,23 MARCH–2 APRIL 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/joseph-h-hirshhorn-collector-for-a-nation-an-online-sale
Contemporary Art Online | New York,28 FEBRUARY–10 MARCH 2020 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-online-new-york
Contemporary Curated,6 MARCH 2020 | 10:00 AM EST | NEW YORK,https://www.sothebys.com/en/auctions/2020/contemporary-curated-n10321.html
NOW!,18–26 FEBRUARY 2020 | 3:00 PM CET | PARIS,https://www.sothebys.com/en/buy/auction/2020/now
Erotic Online,11–20 FEBRUARY 2020 | 2:00 PM GMT | LONDON,https://www.sothebys.com/en/buy/auction/2020/erotic-online
Pablo Picasso: Souvenirs de Vacances. Unique Works from the Collection of Ma…,10–19 FEBRUARY 2020 | 2:00 PM GMT | LONDON,https://www.sothebys.com/en/buy/auction/2020/pablo-picasso-souvenirs-de-vacances-unique-works-from-the-collection-of-marina-picasso-online-sale
Contemporary Art Online | Milan,7–18 FEBRUARY 2020 | 3:00 PM CET | MILAN,https://www.sothebys.com/en/buy/auction/2020/contemporary-art-online-milan
Contemporary Art Day Auction,12 FEBRUARY 2020 | 11:00 AM GMT | LONDON,https://www.sothebys.com/en/auctions/2019/contemporary-art-day-l20021.html
Contemporary Art Evening Auction,11 FEBRUARY 2020 | 7:00 PM GMT | LONDON,https://www.sothebys.com/en/auctions/2019/contemporary-art-eve-l20020.html
Impressionist & Modern Art Day Sale,5 FEBRUARY 2020 | 10:30 AM GMT | LONDON,https://www.sothebys.com/en/auctions/2019/impressionist-modern-day-sale-l20004.html
"Impressionist, Modern & Surrealist Art Evening Sale",4 FEBRUARY 2020 | 7:00 PM GMT | LONDON,https://www.sothebys.com/en/auctions/2019/impressionist-modern-evening-sale-l20002.html
Norton Museum 2020 Gala and Benefit Auction,1 FEBRUARY 2020 | PALM BEACH,https://www.sothebys.com/nortongala
The Hoarder Sale,11–18 DECEMBER 2019 | 2:00 PM GMT | LONDON,https://www.sothebys.com/en/buy/auction/2019/the-hoarder-sale
Impressionist and Modern Art Online,6–17 DECEMBER 2019 | 12:00 PM EST | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/impressionist-and-modern-art-online-2
Contemporary Art Online ǀ Paris,2–16 DECEMBER 2019 | 3:00 PM CET | PARIS,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-paris-2
Contemporary Art Online | New York,25 NOVEMBER–6 DECEMBER 2019 | 12:00 PM EST | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-new-york-2
Art Contemporain Day Sale,5 DECEMBER 2019 | 2:30 PM CET | PARIS,https://www.sothebys.com/en/auctions/2019/contemporary-day-sale-pf1935.html
Art Contemporain Evening Sale,4 DECEMBER 2019 | 7:00 PM CET | PARIS,https://www.sothebys.com/en/auctions/2019/contemporary-evening-sale-pf1915.html
Arte Contemporanea,26–27 NOVEMBER 2019 | 7:00 PM CET | MILAN,https://www.sothebys.com/en/auctions/2019/arte-contemporanea-mi0340.html
"Marina Picasso Online: A Musical Feast, Unique Works from the Collection of Ma…",15–26 NOVEMBER 2019 | 12:00 PM EST | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/a-musical-feast-works-from-the-collection-of-marina-picasso-online
Contemporary Art Online | London,14–21 NOVEMBER 2019 | 2:00 PM GMT | LONDON,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-4
Contemporary Curated,19 NOVEMBER 2019 | 10:00 AM GMT | LONDON,https://www.sothebys.com/en/buy/auction/2019/contemporary-curated
The Sleep of Reason Part II: A Private Collection of Surrealist Art Online,29 OCTOBER–18 NOVEMBER 2019 | 2:00 PM EST | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/the-sleep-of-reason-part-ii-a-private-collection-of-surrealist-art-online
Contemporary Art Day Auction,15 NOVEMBER 2019 | 10:00 AM EST | NEW YORK,https://www.sothebys.com/en/auctions/2019/contemporary-art-day-n10150.html
Contemporary Art Evening Auction,14 NOVEMBER 2019 | 7:00 PM EST | NEW YORK,https://www.sothebys.com/en/auctions/2019/contemporary-art-evening-n10149.html
Impressionist & Modern Art Day Sale,13 NOVEMBER 2019 | 10:00 AM EST | NEW YORK,https://www.sothebys.com/en/auctions/2019/impressionist-modern-art-day-n10148.html
Impressionist & Modern Art Evening Sale,12 NOVEMBER 2019 | 7:00 PM EST | NEW YORK,https://www.sothebys.com/en/auctions/2019/impressionist-modern-art-evening-n10147.html
20th Century Art: A Different Perspective,4–12 NOVEMBER 2019 | 2:00 PM GMT | LONDON,https://www.sothebys.com/en/buy/auction/2019/20th-century-art-a-different-perspective
GOLD: The Midas Touch,29 OCTOBER 2019 | 2:00 PM GMT | LONDON,https://www.sothebys.com/en/buy/auction/2019/gold-the-midas-touch
L’Univers Lalanne: Collection Claude & François-Xavier Lalanne,23–24 OCTOBER 2019 | 6:30 PM CEST | PARIS,https://www.sothebys.com/en/auctions/2019/collection-lalanne-pf1934.html
Impressionist and Modern Art,17 OCTOBER 2019 | 2:30 PM CEST | PARIS,https://www.sothebys.com/en/auctions/2019/impsmodern-pf1936.html
Modernités,16 OCTOBER 2019 | 6:00 PM CEST | PARIS,https://www.sothebys.com/en/auctions/2019/modernites-pf1916.html
Contemporary Art Online | Hong Kong,3–15 OCTOBER 2019 | 11:00 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-hong-kong
Contemporary Art,7 OCTOBER 2019 | 10:30 AM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2019/contemporary-art-hk0889.html
Contemporary Art Evening Sale,6 OCTOBER 2019 | 7:00 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2019/contemporary-art-evening-sale-hk0885.html
Modern Art,6 OCTOBER 2019 | 2:30 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2019/modern-art-hk0888.html
Modern Art Evening Sale,5 OCTOBER 2019 | 6:30 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2019/modern-art-evening-sale-hk0886.html
Contemporary Art Day Auction,4 OCTOBER 2019 | 10:30 AM BST | LONDON,https://www.sothebys.com/en/auctions/2019/contemporary-art-day-auction-l19025.html
Contemporary Art Evening Auction,3 OCTOBER 2019 | 7:00 PM BST | LONDON,https://www.sothebys.com/en/auctions/2019/contemporary-art-evening-auction-l19024.html
Contemporary Art Online | New York,19 SEPTEMBER–2 OCTOBER 2019 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-new-york
Saint-Germain-des-Prés: Un goût pour le XXème siècle,25 SEPTEMBER 2019 | 2:30 PM CEST | PARIS,https://www.sothebys.com/en/auctions/2019/so-st-germain-pf1924.html
Banksy | Online,6–19 SEPTEMBER 2019 | 3:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2019/banksy-online
Contemporary Art Online | London,13–22 AUGUST 2019 | 3:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-london
Impressionist and Modern Art Online,10–24 JULY 2019 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/impressionist-and-modern-art-online
Contemporary Art Online | New York,10–18 JULY 2019 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-3
Colossal! Monumental Works from the 1980s,10–18 JULY 2019 | 10:00 AM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/colossal-monumental-works-from-the-1980s
Château d’Aunoy : du XVIIIe siècle au Design | Online,28 JUNE–10 JULY 2019 | 3:00 PM CEST | PARIS,https://www.sothebys.com/en/buy/auction/2019/chateau-daunoy-du-xviiie-siecle-au-design-online
"Recollections of Places Past, Property from the Estate of Sir John and Lady Sm…",9 JULY 2019 | 10:30 AM BST | LONDON,https://www.sothebys.com/en/auctions/2019/recollections-places-past-property-estate-sir-john-lady-smith-l19356.html
BENT.,27 JUNE 2019 | 10:00 AM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/bent
Contemporary Art Day Auction,27 JUNE 2019 | 10:30 AM BST | LONDON,https://www.sothebys.com/en/auctions/2019/contemporary-art-day-auction-l19023.html
Contemporary Art Evening Auction,26 JUNE 2019 | 7:00 PM BST | LONDON,https://www.sothebys.com/en/auctions/2019/contemporary-art-evening-auction-l19022.html
Contemporary Art Online ǀ Milan,14–24 JUNE 2019 | 3:00 PM CEST | MILAN,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-milan
Impressionist & Modern Art Day Sale,20 JUNE 2019 | 10:30 AM BST | LONDON,https://www.sothebys.com/en/auctions/2019/impressionist-modern-day-sale-l19007.html
Impressionist & Modern Art Evening Sale,19 JUNE 2019 | 7:00 PM BST | LONDON,https://www.sothebys.com/en/auctions/2019/impressionist-modern-art-evening-sale-l19006.html
Contemporary Art Online ǀ Paris,29 MAY–12 JUNE 2019 | 3:00 PM CEST | PARIS,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-paris
Art Contemporain - Day Sale,6 JUNE 2019 | 2:30 PM CEST | PARIS,https://www.sothebys.com/en/auctions/2019/art-contemporain-day-sale-pf1925.html
Art Contemporain - Evening Sale,5 JUNE 2019 | 7:00 PM CEST | PARIS,https://www.sothebys.com/en/auctions/2019/art-contemporain-evening-sale-pf1905.html
The Supreme Vault: 1998 - 2018,20–28 MAY 2019 | 11:00 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2019/the-supreme-vault-1998-2018
The Sleep of Reason | A Private Collection of Surrealist Art Online,3–20 MAY 2019 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/en/buy/auction/2019/the-sleep-of-reason-a-private-collection-of-surrealist-art-online
Contemporary Art Day Auction,17 MAY 2019 | 10:00 AM EDT | NEW YORK,https://www.sothebys.com/en/auctions/2019/contemporary-art-day-n10070.html
Contemporary Art Evening Auction,16 MAY 2019 | 7:00 PM EDT | NEW YORK,https://www.sothebys.com/en/auctions/2019/contemporary-art-evening-auction-n10069.html
Impressionist & Modern Art Day Sale,15 MAY 2019 | 10:00 AM EDT | NEW YORK,https://www.sothebys.com/en/auctions/2019/impressionist-modern-art-day-n10068.html
Impressionist & Modern Art Evening Sale,14 MAY 2019 | 7:00 PM EDT | NEW YORK,https://www.sothebys.com/en/auctions/2019/impressionist-modern-art-evening-n10067.html
Linework,26 APRIL 2019 | 12:00 PM EDT | NEW YORK,https://www.sothebys.com/buy/2cbde240-080b-4bdb-bdc3-5b0a5755ef14
Sylvain Lévy-Alban : Rive Droite / Rive Gauche,17 APRIL 2019 | 2:00 PM CEST | PARIS,https://www.sothebys.com/en/auctions/2019/sylvain-levy-alban-pf1921.html
Collection Particulière Italienne : De Giovanni Fattori à Giorgio de Chirico,16 APRIL 2019 | 2:30 PM CEST | PARIS,https://www.sothebys.com/en/auctions/2019/collection-italienne-giovanni-fattori-giorgio-de-chirico-pf1939.html
Contemporary Art Online,4–12 APRIL 2019 | 3:00 PM BST | LONDON,https://www.sothebys.com/en/buy/auction/2019/contemporary-art-online-2
Arte Contemporanea,11 APRIL 2019 | 6:00 PM CEST | MILAN,https://www.sothebys.com/en/auctions/2019/modern-and-contemporary-mi0339.html
Contemporary Online,25 MARCH–11 APRIL 2019 | 10:00 AM HKT | HONG KONG,https://www.sothebys.com/en/buy/auction/2019/contemporary-online
Contemporary Art Evening Sale,1 APRIL 2019 | 7:00 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2019/contemporary-art-evening-sale-hk0855.html
NIGOLDENEYE® Vol. 1,1 APRIL 2019 | 6:30 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2019/nigoldeneye-volume-one-hk0912.html
Modern Art,1 APRIL 2019 | 2:00 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2019/modern-asian-art-hk0858.html
Contemporary Art,1 APRIL 2019 | 10:00 AM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2019/contemporary-art-hk0857.html
Modern Art Evening Sale,31 MARCH 2019 | 6:30 PM HKT | HONG KONG,https://www.sothebys.com/en/auctions/2019/modern-art-evening-sale-hk0856.html
Art Impressionniste et Moderne,29 MARCH 2019 | 2:30 PM CET | PARIS,https://www.sothebys.com/en/auctions/2019/art-impressionniste-et-moderne-pf1926.html
Œuvres sur Papier,28 MARCH 2019 | 6:30 PM CET | PARIS,https://www.sothebys.com/en/auctions/2019/oeuvres-sur-papier-pf1906.html
